customer_id,recency,frequency,monetary,segment
27969,753,1,170.08,At Risk
27972,504,1,1034.52,Potential
27973,611,2,1868.1,Potential
27974,15,3,1497.03,Potential
27975,887,1,195.51,At Risk
27976,450,1,553.82,At Risk
27979,48,2,4250.51,Loyal
27981,656,1,63.2,At Risk
27982,97,3,2238.42,Potential
27985,522,2,1885.3200000000002,Potential
27986,15,1,2342.76,Potential
27987,48,4,5659.72,VIP
27990,402,2,4023.3100000000004,Loyal
27993,222,2,2041.72,Potential
27995,397,1,829.28,At Risk
27996,38,2,3677.9900000000002,Loyal
27997,651,1,142.05,At Risk
27998,220,3,1887.9199999999998,Potential
27999,238,2,795.98,At Risk
28000,506,1,627.6,At Risk
28001,21,2,3990.5200000000004,Loyal
28002,26,3,3115.2400000000002,Loyal
28004,105,2,4544.73,Loyal
28006,479,1,207.93,At Risk
28007,6,1,2399.36,Potential
28008,862,1,34.8,At Risk
28009,873,1,1647.25,Potential
28010,97,4,3462.93,Loyal
28011,724,2,3118.43,Loyal
28012,277,1,272.44,At Risk
28015,899,1,23.01,At Risk
28016,253,1,741.1,At Risk
28017,198,1,3063.1,Loyal
28018,163,1,12.1,At Risk
28019,16,5,5096.98,VIP
28020,302,2,3509.6899999999996,Loyal
28021,603,1,1151.2,Potential
28022,283,1,1217.1,Potential
28023,708,1,396.58,At Risk
28024,113,1,35.1,At Risk
28025,561,1,674.25,At Risk
28026,34,5,3225.67,Loyal
28027,91,2,2479.16,Potential
28028,849,1,163.29,At Risk
28029,853,1,998.52,At Risk
28030,63,2,986.76,At Risk
28031,453,2,4146.3,Loyal
28032,87,3,1033.87,Potential
28034,8,3,3211.41,Loyal
28035,539,1,395.12,At Risk
28036,884,1,1209.66,Potential
28037,98,1,367.54,At Risk
28038,174,3,3500.2799999999997,Loyal
28039,186,2,2418.12,Potential
28042,890,1,227.61,At Risk
28043,51,1,842.06,At Risk
28044,101,1,2144.75,Potential
28046,418,1,1738.72,Potential
28047,630,1,1397.44,Potential
28049,385,2,1658.81,Potential
28050,208,2,94.29,At Risk
28051,721,1,2248.3,Potential
28052,523,1,1000.34,Potential
28053,166,1,1505.95,Potential
28055,858,2,367.77,At Risk
28056,317,2,2585.5299999999997,Potential
28057,109,2,3963.2,Loyal
28058,346,2,2387.1499999999996,Potential
28061,464,1,1403.22,Potential
28062,70,2,3525.37,Loyal
28067,136,1,432.18,At Risk
28069,282,2,1814.02,Potential
28070,194,3,2558.34,Potential
28072,676,1,194.51,At Risk
28073,441,1,65.24,At Risk
28074,624,2,4662.2,Loyal
28075,468,1,532.31,At Risk
28076,661,1,1022.6,Potential
28077,217,3,1231.67,Potential
28079,516,3,1806.9,Potential
28081,448,2,1789.76,Potential
28083,160,5,10030.06,VIP
28084,720,1,913.34,At Risk
28085,127,1,48.48,At Risk
28087,287,3,2364.1400000000003,Potential
28088,546,1,985.04,At Risk
28089,658,1,1339.6,Potential
28090,239,1,457.8,At Risk
28091,862,1,198.9,At Risk
28093,313,1,1785.28,Potential
28094,316,2,1589.98,Potential
28095,248,2,1145.78,Potential
28096,182,2,2541.66,Potential
28097,622,2,2987.4,Potential
28098,320,2,374.68,At Risk
28099,894,1,957.48,At Risk
28100,161,1,189.42,At Risk
28101,112,3,5442.75,VIP
28102,519,1,1261.64,Potential
28103,865,1,1530.35,Potential
28104,692,1,2074.48,Potential
28105,2,1,1708.04,Potential
28108,684,1,1356.75,Potential
28109,515,4,2427.1,Potential
28110,453,2,852.5600000000001,At Risk
28111,262,1,1994.72,Potential
28112,34,2,3886.3500000000004,Loyal
28113,282,2,2198.3199999999997,Potential
28115,392,2,2513.27,Potential
28117,580,1,644.32,At Risk
28119,199,2,1794.42,Potential
28121,529,1,1560.7,Potential
28123,487,1,342.25,At Risk
28124,193,2,1515.43,Potential
28125,380,1,1457.0,Potential
28126,38,1,1300.08,Potential
28127,257,4,4654.5,Loyal
28128,67,1,534.77,At Risk
28129,271,2,2967.2,Potential
28130,471,4,5340.28,VIP
28131,161,2,636.37,At Risk
28132,464,3,5860.25,VIP
28133,548,2,1614.63,Potential
28134,335,1,1189.64,Potential
28135,254,3,4858.58,Loyal
28136,397,1,106.74,At Risk
28137,459,3,918.46,At Risk
28138,53,3,2624.94,Potential
28139,109,1,766.2,At Risk
28140,54,4,7941.11,VIP
28141,249,1,1636.4,Potential
28143,25,3,4166.01,Loyal
28144,218,1,728.65,At Risk
28146,160,1,760.4,At Risk
28147,391,1,2031.8,Potential
28149,345,4,6902.58,VIP
28150,519,2,1868.1100000000001,Potential
28151,114,2,893.05,At Risk
28152,242,2,497.82,At Risk
28153,798,1,519.92,At Risk
28154,193,2,616.9,At Risk
28156,194,1,1163.14,Potential
28157,19,4,2352.7999999999997,Potential
28159,527,1,118.8,At Risk
28161,75,1,1257.52,Potential
28162,95,4,2920.58,Potential
28163,204,2,1729.04,Potential
28164,179,3,2698.66,Potential
28165,78,1,626.92,At Risk
28166,442,1,3646.4,Loyal
28167,104,2,1794.24,Potential
28168,890,1,2323.4,Potential
28169,137,1,287.82,At Risk
28170,409,1,225.94,At Risk
28171,166,3,3719.29,Loyal
28172,81,3,2854.42,Potential
28173,316,2,698.6899999999999,At Risk
28174,131,2,2286.3,Potential
28175,578,1,1562.0,Potential
28176,327,2,971.91,At Risk
28177,347,2,2657.98,Potential
28178,392,1,1125.02,Potential
28179,150,3,2995.61,Potential
28180,79,3,5304.1,VIP
28181,6,2,2781.3,Potential
28182,892,1,80.0,At Risk
28183,807,1,1195.34,Potential
28184,310,3,2919.8,Potential
28186,369,1,947.04,At Risk
28187,581,2,3007.48,Loyal
28188,226,2,4603.29,Loyal
28189,107,3,1595.95,Potential
28190,424,1,1857.0,Potential
28192,326,1,54.56,At Risk
28193,281,2,747.96,At Risk
28194,487,1,3428.8,Loyal
28195,765,1,239.28,At Risk
28196,111,1,476.4,At Risk
28199,189,3,3763.79,Loyal
28200,404,3,1686.76,Potential
28201,3,3,3872.09,Loyal
28202,291,3,3544.62,Loyal
28203,211,2,1037.73,Potential
28204,759,2,1391.96,Potential
28205,405,1,380.5,At Risk
28207,850,1,532.88,At Risk
28208,228,3,3354.34,Loyal
28209,308,2,884.06,At Risk
28211,212,2,2364.95,Potential
28212,538,1,2643.6,Potential
28213,37,2,3586.7200000000003,Loyal
28214,16,3,1628.87,Potential
28215,758,1,1278.08,Potential
28216,146,1,21.46,At Risk
28217,48,3,2996.75,Potential
28218,515,1,929.55,At Risk
28219,114,2,3769.44,Loyal
28220,123,1,399.35,At Risk
28221,504,1,282.85,At Risk
28222,109,1,1166.08,Potential
28223,508,1,1538.0,Potential
28224,825,2,1865.8899999999999,Potential
28225,334,2,2057.73,Potential
28227,131,2,3105.66,Loyal
28228,608,1,422.37,At Risk
28229,607,2,3954.61,Loyal
28231,30,2,2201.7200000000003,Potential
28232,336,3,5137.15,VIP
28233,182,2,3110.39,Loyal
28234,59,2,1098.74,Potential
28235,120,4,2930.86,Potential
28236,142,3,3404.04,Loyal
28238,794,1,2533.64,Potential
28239,197,3,3089.92,Loyal
28240,588,1,18.48,At Risk
28241,693,1,774.12,At Risk
28243,561,1,1515.42,Potential
28244,302,1,1803.5,Potential
28245,273,2,2503.0,Potential
28246,94,2,2955.92,Potential
28249,283,2,935.1400000000001,At Risk
28251,270,1,81.02,At Risk
28252,208,4,4806.48,Loyal
28253,32,2,1654.7600000000002,Potential
28254,122,3,2644.5699999999997,Potential
28255,164,1,1986.9,Potential
28256,345,1,1697.7,Potential
28257,378,1,22.38,At Risk
28258,777,1,2288.08,Potential
28259,202,2,2961.01,Potential
28261,398,1,3369.25,Loyal
28262,137,3,5121.6900000000005,VIP
28263,572,1,214.84,At Risk
28264,691,1,817.96,At Risk
28265,649,1,826.98,At Risk
28266,223,2,688.62,At Risk
28267,96,4,6038.58,VIP
28269,424,1,829.88,At Risk
28272,406,3,2777.7599999999998,Potential
28273,809,1,751.95,At Risk
28274,0,2,2082.06,Potential
28276,873,1,16.28,At Risk
28277,836,1,2637.16,Potential
28278,625,1,1271.31,Potential
28279,496,2,3527.8,Loyal
28280,131,3,2281.1099999999997,Potential
28281,369,3,3327.58,Loyal
28282,164,2,228.44,At Risk
28283,544,1,210.2,At Risk
28284,738,2,1144.08,Potential
28286,562,2,2575.4300000000003,Potential
28287,1,1,1103.56,Potential
28288,166,2,1390.65,Potential
28289,211,2,767.03,At Risk
28290,103,2,3556.43,Loyal
28291,11,1,2494.65,Potential
28292,46,1,2743.25,Potential
28293,87,2,2021.09,Potential
28295,92,3,3680.4,Loyal
28297,473,1,66.95,At Risk
28298,29,4,2569.38,Potential
28299,109,4,3522.08,Loyal
28301,265,1,3277.75,Loyal
28302,746,1,1359.0,Potential
28303,138,2,4693.120000000001,Loyal
28304,66,4,1712.3600000000001,Potential
28305,719,1,830.68,At Risk
28306,344,1,361.9,At Risk
28307,17,2,1547.73,Potential
28309,251,2,4634.27,Loyal
28310,173,3,1993.05,Potential
28311,295,4,3732.71,Loyal
28312,150,3,4763.41,Loyal
28313,768,1,660.95,At Risk
28315,338,1,268.56,At Risk
28317,250,1,2530.28,Potential
28320,372,1,1101.65,Potential
28321,546,1,208.65,At Risk
28322,288,1,184.68,At Risk
28323,143,2,3919.56,Loyal
28324,73,3,5154.83,VIP
28325,882,2,705.3299999999999,At Risk
28327,249,2,2541.21,Potential
28328,693,2,4079.86,Loyal
28330,148,2,3015.11,Loyal
28333,419,1,81.76,At Risk
28334,332,2,983.54,At Risk
28335,269,2,3044.87,Loyal
28336,153,4,3653.23,Loyal
28338,441,1,282.81,At Risk
28339,644,1,2202.12,Potential
28340,389,1,75.4,At Risk
28341,697,2,2213.1400000000003,Potential
28343,543,1,1579.98,Potential
28344,217,1,303.25,At Risk
28345,145,1,47.5,At Risk
28348,393,2,1426.94,Potential
28350,757,1,1342.74,Potential
28356,560,1,1181.05,Potential
28357,160,3,1552.37,Potential
28358,348,4,3238.48,Loyal
28360,504,2,4050.6899999999996,Loyal
28361,146,2,4589.58,Loyal
28362,739,1,985.53,At Risk
28363,898,1,430.08,At Risk
28366,493,1,211.97,At Risk
28369,19,4,5113.71,VIP
28371,618,1,339.26,At Risk
28372,144,1,65.77,At Risk
28373,411,2,1584.05,Potential
28374,473,1,65.41,At Risk
28375,885,1,1434.63,Potential
28376,576,2,863.28,At Risk
28377,39,2,3193.22,Loyal
28378,113,3,3695.38,Loyal
28379,626,1,485.48,At Risk
28380,880,1,2646.32,Potential
28381,414,3,3101.6899999999996,Loyal
28382,280,1,1487.76,Potential
28383,52,1,286.12,At Risk
28384,13,3,3325.1499999999996,Loyal
28385,383,2,190.54000000000002,At Risk
28386,17,3,3095.92,Loyal
28388,194,1,165.41,At Risk
28389,699,2,1824.31,Potential
28390,120,1,1504.68,Potential
28393,75,2,2777.0299999999997,Potential
28397,167,3,1013.66,Potential
28398,751,1,642.16,At Risk
28399,29,1,812.75,At Risk
28400,485,1,1158.55,Potential
28401,290,4,4772.719999999999,Loyal
28403,64,1,2071.53,Potential
28404,517,1,82.5,At Risk
28405,253,3,4152.67,Loyal
28406,9,3,2773.62,Potential
28407,594,1,1147.16,Potential
28408,530,3,2931.09,Potential
28409,473,1,320.75,At Risk
28410,68,2,487.69,At Risk
28413,212,1,450.93,At Risk
28415,567,3,920.84,At Risk
28416,292,4,5540.02,VIP
28417,374,1,683.08,At Risk
28419,478,2,1345.48,Potential
28420,706,1,406.8,At Risk
28422,804,1,136.85,At Risk
28423,553,1,1306.2,Potential
28424,299,1,2622.68,Potential
28425,797,1,473.34,At Risk
28426,108,5,3407.54,Loyal
28427,664,2,5310.1,VIP
28428,580,1,1086.95,Potential
28429,105,2,2020.26,Potential
28430,619,1,193.46,At Risk
28433,437,2,3179.49,Loyal
28434,133,4,5039.42,VIP
28435,28,5,4927.56,Loyal
28436,17,3,5300.98,VIP
28437,0,1,1316.85,Potential
28438,106,1,988.52,At Risk
28439,193,1,382.86,At Risk
28440,154,5,5245.41,VIP
28441,346,2,387.28,At Risk
28443,413,1,3184.65,Loyal
28444,136,2,1131.27,Potential
28445,45,3,1407.81,Potential
28446,448,2,611.79,At Risk
28447,161,3,4332.7,Loyal
28448,12,2,1488.86,Potential
28449,389,2,1641.2,Potential
28450,461,1,2298.0,Potential
28451,85,2,2015.04,Potential
28453,276,2,3239.34,Loyal
28454,80,1,388.31,At Risk
28455,674,2,1890.63,Potential
28456,267,2,2505.15,Potential
28457,304,1,480.62,At Risk
28458,101,2,2722.9100000000003,Potential
28460,516,2,1411.46,Potential
28461,148,4,3428.9500000000003,Loyal
28462,381,1,94.52,At Risk
28463,321,2,2183.06,Potential
28464,461,2,3512.9799999999996,Loyal
28465,323,1,1652.49,Potential
28466,533,2,1678.17,Potential
28467,872,1,1065.24,Potential
28468,288,3,3247.5299999999997,Loyal
28469,366,1,477.36,At Risk
28470,332,1,2366.92,Potential
28473,667,2,2331.87,Potential
28474,234,3,2814.96,Potential
28475,270,2,4895.95,Loyal
28476,146,5,4170.1,Loyal
28477,212,3,4244.57,Loyal
28479,375,3,1935.62,Potential
28480,88,2,632.75,At Risk
28481,204,5,3847.79,Loyal
28482,365,2,2654.7999999999997,Potential
28484,46,2,535.4300000000001,At Risk
28485,462,1,1074.18,Potential
28486,101,2,1965.82,Potential
28487,311,2,3644.2,Loyal
28488,458,2,120.21,At Risk
28489,192,2,1997.42,Potential
28491,818,1,2319.65,Potential
28492,279,2,2318.4500000000003,Potential
28493,20,3,1787.7800000000002,Potential
28494,366,2,2744.39,Potential
28495,762,1,2208.68,Potential
28496,149,2,1926.56,Potential
28497,531,1,720.82,At Risk
28498,220,1,1792.86,Potential
28499,274,1,312.37,At Risk
28501,519,2,1009.23,Potential
28502,159,2,594.02,At Risk
28503,447,2,568.71,At Risk
28504,817,1,479.87,At Risk
28505,462,3,2421.83,Potential
28506,656,1,836.55,At Risk
28508,484,2,6027.15,VIP
28509,298,1,939.9,At Risk
28510,606,1,2805.3,Potential
28511,98,1,2520.4,Potential
28512,284,1,1390.16,Potential
28513,60,2,3487.14,Loyal
28514,318,4,3157.28,Loyal
28515,448,2,1411.93,Potential
28516,100,1,2160.5,Potential
28517,11,1,2073.55,Potential
28518,768,2,2298.88,Potential
28519,126,1,2046.54,Potential
28520,214,2,1834.62,Potential
28521,35,1,1139.24,Potential
28522,219,1,526.84,At Risk
28523,91,5,5057.2300000000005,VIP
28524,784,1,1087.68,Potential
28525,194,2,1543.48,Potential
28526,13,1,1478.95,Potential
28528,595,3,2982.07,Potential
28529,381,1,183.2,At Risk
28531,96,2,1009.56,Potential
28532,170,1,540.05,At Risk
28534,25,1,727.28,At Risk
28535,89,3,5372.88,VIP
28536,647,1,622.28,At Risk
28537,612,2,862.54,At Risk
28539,308,1,344.21,At Risk
28540,419,1,270.12,At Risk
28542,185,1,1390.17,Potential
28543,280,2,3860.11,Loyal
28544,853,1,1261.1,Potential
28545,318,2,2701.05,Potential
28546,33,2,824.07,At Risk
28547,59,3,4438.98,Loyal
28548,645,2,2035.9499999999998,Potential
28549,622,1,861.4,At Risk
28551,451,3,3962.33,Loyal
28552,344,2,3671.76,Loyal
28554,33,3,1057.7,Potential
28555,796,1,799.12,At Risk
28556,215,2,2299.66,Potential
28557,435,3,3616.3,Loyal
28558,102,2,1392.77,Potential
28559,360,1,600.69,At Risk
28560,173,1,744.82,At Risk
28561,310,4,4336.91,Loyal
28563,190,1,617.85,At Risk
28564,520,2,2105.8999999999996,Potential
28566,356,3,3989.08,Loyal
28567,199,1,139.42,At Risk
28568,574,1,2078.25,Potential
28569,151,3,3909.36,Loyal
28570,808,1,855.32,At Risk
28572,794,1,472.26,At Risk
28573,356,2,1224.39,Potential
28574,185,3,3319.27,Loyal
28575,161,1,729.12,At Risk
28576,144,1,710.75,At Risk
28577,6,1,1347.64,Potential
28578,398,1,1112.52,Potential
28579,439,1,2652.8,Potential
28580,95,1,1353.16,Potential
28581,57,1,465.4,At Risk
28582,304,1,321.52,At Risk
28583,485,3,2044.0400000000002,Potential
28584,474,1,696.11,At Risk
28585,40,2,229.51999999999998,At Risk
28586,94,2,623.56,At Risk
28587,4,2,1651.01,Potential
28589,263,1,1970.92,Potential
28590,231,1,727.84,At Risk
28591,448,2,1339.22,Potential
28592,589,1,1540.4,Potential
28593,135,1,2333.36,Potential
28594,116,1,894.84,At Risk
28595,276,1,429.12,At Risk
28597,683,1,434.24,At Risk
28599,507,1,1480.02,Potential
28601,725,1,633.68,At Risk
28602,781,1,1059.82,Potential
28603,137,2,1866.11,Potential
28604,276,1,797.9,At Risk
28605,174,7,11282.69,VIP
28606,228,2,1469.6,Potential
28608,27,2,321.37,At Risk
28609,595,2,2556.75,Potential
28610,120,2,2455.8199999999997,Potential
28611,864,1,1260.44,Potential
28613,102,2,1576.67,Potential
28614,106,2,1770.0900000000001,Potential
28615,315,1,1242.2,Potential
28616,26,3,4510.32,Loyal
28617,102,4,3113.48,Loyal
28618,592,2,1855.76,Potential
28619,829,1,704.7,At Risk
28620,281,1,1311.55,Potential
28621,313,3,3918.7200000000003,Loyal
28622,606,1,104.24,At Risk
28623,83,3,2758.44,Potential
28624,481,2,657.34,At Risk
28627,67,1,614.72,At Risk
28628,571,1,666.88,At Risk
28629,652,1,439.01,At Risk
28630,145,1,475.44,At Risk
28632,108,2,1943.1799999999998,Potential
28633,34,1,506.36,At Risk
28634,254,1,690.36,At Risk
28635,238,3,978.81,At Risk
28636,655,1,147.88,At Risk
28637,301,2,681.47,At Risk
28639,726,1,899.36,At Risk
28641,541,2,1267.3600000000001,Potential
28642,660,2,1172.97,Potential
28644,499,1,551.28,At Risk
28645,607,2,3469.15,Loyal
28646,750,2,4788.9,Loyal
28647,737,1,222.63,At Risk
28648,572,2,2227.98,Potential
28650,32,1,376.4,At Risk
28651,363,1,1476.87,Potential
28654,397,2,1002.3599999999999,Potential
28655,124,5,7538.28,VIP
28658,271,3,1910.5800000000002,Potential
28659,86,3,1203.72,Potential
28660,363,2,5053.48,VIP
28661,343,1,2324.48,Potential
28663,357,4,3034.76,Loyal
28665,61,2,1735.64,Potential
28666,153,3,2139.35,Potential
28667,241,1,239.46,At Risk
28669,839,1,1842.32,Potential
28670,113,1,51.3,At Risk
28671,485,1,1518.5,Potential
28672,76,2,3348.27,Loyal
28673,493,1,1044.5,Potential
28674,479,2,1323.2,Potential
28676,315,2,869.54,At Risk
28677,326,1,2200.6,Potential
28678,228,2,1307.29,Potential
28679,90,4,4462.81,Loyal
28680,453,2,804.02,At Risk
28681,276,3,1773.78,Potential
28683,304,1,146.12,At Risk
28686,292,2,3298.44,Loyal
28687,712,1,555.78,At Risk
28688,167,3,1898.18,Potential
28689,111,4,6874.72,VIP
28691,460,2,1116.0900000000001,Potential
28692,172,1,832.44,At Risk
28696,272,2,3543.44,Loyal
28698,432,2,2576.28,Potential
28699,84,5,6950.99,VIP
28701,655,1,419.9,At Risk
28702,259,1,1677.15,Potential
28703,50,4,6664.07,VIP
28705,810,1,553.74,At Risk
28706,396,2,1345.66,Potential
28709,65,3,1476.46,Potential
28711,143,3,813.57,At Risk
28712,861,3,2802.06,Potential
28714,203,3,3191.82,Loyal
28715,59,2,5845.59,VIP
28716,112,2,3313.11,Loyal
28717,849,1,1296.96,Potential
28718,651,1,294.73,At Risk
28719,76,2,3729.75,Loyal
28720,838,1,239.42,At Risk
28721,130,2,1081.28,Potential
28722,64,2,3049.9100000000003,Loyal
28723,386,1,3112.56,Loyal
28724,668,1,1396.8,Potential
28725,108,2,1161.67,Potential
28727,45,1,1162.74,Potential
28728,531,1,1606.6,Potential
28729,253,3,2953.4,Potential
28730,72,2,2369.59,Potential
28731,716,1,1438.55,Potential
28732,29,3,4851.4400000000005,Loyal
28733,492,1,33.6,At Risk
28735,353,3,1903.23,Potential
28736,717,1,549.68,At Risk
28737,702,1,59.85,At Risk
28738,201,6,5856.4,VIP
28740,201,2,630.23,At Risk
28741,286,3,1743.49,Potential
28743,339,2,1851.1100000000001,Potential
28744,767,2,1815.59,Potential
28745,391,5,5328.25,VIP
28746,383,2,880.98,At Risk
28747,14,2,1188.48,Potential
28748,10,2,1030.12,Potential
28750,57,2,3205.97,Loyal
28752,738,2,2336.84,Potential
28753,28,3,1886.35,Potential
28754,218,3,618.78,At Risk
28755,25,1,410.92,At Risk
28756,570,2,4910.68,Loyal
28757,8,1,1251.68,Potential
28758,229,3,3534.81,Loyal
28759,744,1,331.5,At Risk
28760,772,2,1842.86,Potential
28761,128,4,3756.24,Loyal
28762,518,1,1476.55,Potential
28763,313,4,1446.35,Potential
28764,652,2,1732.17,Potential
28766,320,2,3964.4500000000003,Loyal
28768,164,4,5022.73,VIP
28769,276,5,4119.8099999999995,Loyal
28770,362,3,2519.39,Potential
28773,50,4,4458.71,Loyal
28774,867,1,136.92,At Risk
28776,857,2,1327.3600000000001,Potential
28777,271,1,1215.09,Potential
28778,137,2,5078.85,VIP
28780,745,2,2384.2200000000003,Potential
28781,390,1,652.8,At Risk
28782,545,2,2414.43,Potential
28784,432,1,1128.0,Potential
28785,17,1,814.62,At Risk
28787,125,3,2329.06,Potential
28788,107,4,3292.54,Loyal
28789,660,1,245.96,At Risk
28790,25,2,161.82,At Risk
28791,718,1,1100.58,Potential
28792,237,2,3876.31,Loyal
28793,691,1,2359.2,Potential
28794,170,2,1972.45,Potential
28795,149,1,813.22,At Risk
28796,374,1,2160.48,Potential
28798,182,2,1603.76,Potential
28799,757,1,1593.3,Potential
28800,665,1,935.88,At Risk
28801,125,4,3929.3900000000003,Loyal
28802,385,1,1970.07,Potential
28803,422,2,1057.03,Potential
28804,19,3,5189.9400000000005,VIP
28805,106,2,1623.68,Potential
28806,464,2,841.2,At Risk
28807,13,2,1550.81,Potential
28808,359,2,594.63,At Risk
28809,304,1,2163.4,Potential
28810,84,4,3001.71,Loyal
28811,348,2,3700.5,Loyal
28813,255,1,430.78,At Risk
28814,716,1,1418.61,Potential
28815,733,1,464.88,At Risk
28816,803,1,2325.04,Potential
28817,155,3,3531.76,Loyal
28819,162,3,5554.290000000001,VIP
28821,269,1,1476.39,Potential
28824,379,1,1936.35,Potential
28825,225,2,3385.13,Loyal
28826,210,1,1468.75,Potential
28827,552,2,1663.04,Potential
28830,219,4,3162.77,Loyal
28831,142,1,132.11,At Risk
28834,332,1,212.64,At Risk
28835,326,3,2380.54,Potential
28836,167,2,3620.6900000000005,Loyal
28837,528,2,2556.88,Potential
28840,700,1,572.8,At Risk
28841,202,1,1076.84,Potential
28845,429,1,563.16,At Risk
28846,430,1,1416.15,Potential
28847,618,1,2130.0,Potential
28848,493,1,2692.64,Potential
28851,879,1,494.12,At Risk
28852,541,2,1649.22,Potential
28853,77,3,198.56,At Risk
28854,54,1,846.8,At Risk
28855,331,2,1994.1100000000001,Potential
28856,386,4,5179.1,VIP
28857,296,1,273.04,At Risk
28858,533,1,684.45,At Risk
28859,120,2,2459.63,Potential
28860,820,2,515.39,At Risk
28861,645,1,637.15,At Risk
28863,576,3,3002.3999999999996,Loyal
28864,385,1,150.12,At Risk
28865,354,1,2944.45,Potential
28866,195,2,3467.16,Loyal
28867,45,2,3374.12,Loyal
28868,84,3,4262.24,Loyal
28869,32,2,4329.12,Loyal
28870,0,4,4401.07,Loyal
28871,442,1,315.22,At Risk
28872,175,2,1812.23,Potential
28873,763,1,152.64,At Risk
28874,160,3,619.7,At Risk
28876,371,3,1037.27,Potential
28878,740,2,1352.3,Potential
28882,365,4,2434.83,Potential
28883,888,1,737.56,At Risk
28884,402,2,1822.13,Potential
28885,852,1,291.6,At Risk
28886,839,1,2187.7,Potential
28887,239,3,3820.98,Loyal
28888,479,3,3391.69,Loyal
28889,455,3,4794.22,Loyal
28890,129,3,628.75,At Risk
28892,75,2,2196.13,Potential
28893,79,1,1867.88,Potential
28894,200,3,3344.8,Loyal
28895,513,3,3424.01,Loyal
28896,293,2,529.79,At Risk
28897,30,4,4042.42,Loyal
28898,832,2,3873.1000000000004,Loyal
28899,559,2,4236.96,Loyal
28901,615,1,256.81,At Risk
28902,612,1,281.82,At Risk
28903,820,1,1789.53,Potential
28904,100,1,1297.35,Potential
28907,543,1,979.2,At Risk
28908,222,3,2690.66,Potential
28909,216,2,3391.0,Loyal
28910,187,1,1191.2,Potential
28911,141,2,1671.3200000000002,Potential
28913,296,3,3878.5,Loyal
28914,301,1,3119.95,Loyal
28915,127,1,3593.7,Loyal
28916,131,3,2993.95,Potential
28917,609,3,3463.84,Loyal
28918,259,3,2429.44,Potential
28919,594,2,3870.56,Loyal
28920,150,2,720.34,At Risk
28921,81,3,1751.9,Potential
28923,400,1,270.05,At Risk
28925,606,2,1443.6100000000001,Potential
28927,263,4,1894.19,Potential
28929,303,3,1786.3700000000001,Potential
28931,479,2,2006.48,Potential
28932,120,6,3230.7200000000003,Loyal
28933,35,2,2179.95,Potential
28934,609,1,278.56,At Risk
28935,794,1,645.1,At Risk
28936,52,6,4836.8,Loyal
28937,439,1,449.27,At Risk
28939,457,1,1688.9,Potential
28940,697,2,1308.1599999999999,Potential
28941,231,4,1447.42,Potential
28942,46,2,2959.8,Potential
28943,47,2,854.3,At Risk
28945,779,1,1878.3,Potential
28946,273,4,2599.3999999999996,Potential
28947,819,2,3472.45,Loyal
28948,703,1,172.06,At Risk
28949,502,4,3672.3199999999997,Loyal
28950,3,4,2652.94,Potential
28951,8,3,5995.61,VIP
28954,274,2,1887.54,Potential
28955,868,2,948.09,At Risk
28957,543,2,2544.94,Potential
28958,587,2,1044.72,Potential
28959,451,1,2622.55,Potential
28961,259,1,809.92,At Risk
28962,63,3,2583.65,Potential
28963,155,5,4466.42,Loyal
28965,217,1,573.64,At Risk
28966,6,2,3992.17,Loyal
28969,500,2,1713.5,Potential
28970,220,1,340.77,At Risk
28971,441,2,2558.99,Potential
28972,91,3,694.76,At Risk
28973,252,1,147.9,At Risk
28974,99,3,6038.09,VIP
28975,706,2,4272.99,Loyal
28976,374,2,1419.3200000000002,Potential
28977,450,2,1958.6499999999999,Potential
28979,202,3,4757.42,Loyal
28980,5,3,2532.19,Potential
28981,297,2,3269.6200000000003,Loyal
28982,550,1,297.96,At Risk
28984,368,2,3478.0299999999997,Loyal
28985,681,1,426.63,At Risk
28986,640,1,580.32,At Risk
28987,656,1,1043.4,Potential
28988,355,2,1019.76,Potential
28989,772,1,2605.4,Potential
28991,759,1,1229.56,Potential
28992,63,2,1026.96,Potential
28993,198,2,1298.44,Potential
28994,873,1,392.0,At Risk
28998,816,1,1367.46,Potential
28999,518,2,2868.99,Potential
29001,727,2,364.74,At Risk
29002,518,1,321.94,At Risk
29004,242,2,5071.55,VIP
29009,416,2,2063.6400000000003,Potential
29011,382,3,1623.88,Potential
29013,682,2,514.05,At Risk
29014,176,1,356.3,At Risk
29015,117,4,3790.6,Loyal
29016,47,4,1155.96,Potential
29017,50,2,921.13,At Risk
29019,305,3,3911.4,Loyal
29020,733,1,2705.6,Potential
29021,147,2,3990.17,Loyal
29023,87,3,1352.55,Potential
29024,325,3,1385.95,Potential
29026,658,1,275.78,At Risk
29027,132,2,1439.56,Potential
29028,791,1,1801.0,Potential
29029,263,5,4684.469999999999,Loyal
29032,389,4,4782.25,Loyal
29033,247,2,1001.6,Potential
29034,777,1,1977.93,Potential
29035,507,2,2223.2,Potential
29036,151,2,2903.56,Potential
29037,206,2,1859.27,Potential
29038,897,1,343.21,At Risk
29040,836,1,1392.63,Potential
29041,823,1,42.65,At Risk
29042,371,2,4241.04,Loyal
29043,23,3,3139.49,Loyal
29044,410,2,2258.64,Potential
29045,205,2,1527.46,Potential
29046,441,1,71.06,At Risk
29047,190,2,1245.29,Potential
29049,229,5,5396.15,VIP
29050,652,1,662.85,At Risk
29052,246,2,442.65,At Risk
